glossaryID,use glossaryID,glossary term,,New term,termDefinition,courseID,courseName
1426,2408,Birth intervals,,,The number of months between successive births by the same woman. ,109,Demographic and Health Surveys: Data Use
2408,,Birth Intervals,,,"The period from the date of the current birth to the date of the last termination of pregnancy, birth or otherwise.",133,Poverty and Equity
2710,,Birth spacing,,,Interval between onset of sexual relations by a woman and the birth of her first child and intervals between successive births. This includes use of family planning to control birth intervals.,121,LA/PMs - A Smart FP/RH Program Investment
2900,,Birth spacing,,,Interval between onset of sexual relations by a woman and the birth of her first child and intervals between successive births. This includes use of family planning to control birth intervals.,N	N,
246,,Birth-to-pregnancy interval,,,The time between the date of the last delivery and the date of the last menstrual period before the subsequent pregnancy,N	N,
1223,,Birth-to-pregnancy interval,,,"Defined as the time period between the start of the index pregnancy and the preceding live birth. Assuming nine months gestation, this interval is nine months shorter than a birth-to-birth interval. A 24 month birth-to-pregnancy interval is the approximate equivalent of a 33 month birth-to-birth interval.",106,Healthy Timing and Spacing of Pregnancy
1931,,Box plot,,,"A box plot is a graphical summary of the following statistical measures: median, upper and lower quartiles, and minimum and maximum data values. Source: http://www.netmba.com/statistics/plot/box/, accessed June 2010.",97,Test
2070,1931,Box plot,,,"A box plot is a graphical summary of the following statistical measures: median, upper and lower quartiles, and minimum and maximum data values. (NETMBA)",122,Geographic Approaches to Global Health
811,,Brazil Case Study,,,"In Brazil, government officials in the states of Rio de Janeiro and São Paulo helped establish nongovernmental organizations (NGOs) and get existing HIV/AIDS NGOs engaged with TB. In São Paulo, the State Forum of AIDS NGOs that supports 180 community-based organizations in fighting HIV/AIDS. Groups in both states have initiated efforts to engage and educate the broader public to give them an understanding of TB and the relationship between HIV and TB. ",N	N,
900,,Brazil case study,,,"In Brazil, government officials in the states of Rio de Janeiro and São Paulo helped establish nongovernmental organizations (NGOs) and get existing HIV/AIDS NGOs engaged with TB. In São Paulo, the State Forum of AIDS NGOs that supports 180 community-based organizations in fighting HIV/AIDS. Groups in both states have initiated efforts to engage and educate the broader public to give them an understanding of TB and the relationship between HIV and TB. ",90,Tuberculosis Basics (Updated)
959,900,Brazil Case Study,,,"In Brazil, government officials in the states of Rio de Janeiro and São Paulo helped establish nongovernmental organizations (NGOs) and get existing HIV/AIDS NGOs engaged with TB. In São Paulo, the State Forum of AIDS NGOs that supports 180 community-based organizations in fighting HIV/AIDS. Groups in both states have initiated efforts to engage and educate the broader public to give them an understanding of TB and the relationship between HIV and TB. ",91,Tuberculosis – Advanced Concepts
2964,,Brief Intercept Survey,,,"Ask  all contacts accessing the  program over 3 days: Is this the first time you have received this service here? If not, when was the last time you received the service? [Answer: days ago, weeks ago, months ago, years ago].  <BR>
Use when service providers do not routinely record  information at contact with a client. 
",141,"M&E Guidelines for SWs, MSM, & TG-National Level"
3114,2964,Brief Intercept Survey,,,"Ask all contacts accessing the program over 3 days: Is this the first time you have received this service here? If not, when was the last time you received the service? [Answer: days ago, weeks ago, months ago, years ago].<BR><BR> 
Use when service providers do not routinely record information at contact with a client.",142,"M&E Guidelines for SWs, MSM, & TG-Service Delivery"
1932,2071,Buffer,,,An area created by specifying a particular distance from a point or line or polygon on a map. Can be used to identify places which occur inside or outside the buffer.,97,Test
2071,,Buffer,,,"An area created by specifying a particular distance from a point, line, or polygon on a map. Can be used to identify geographic features that occur inside or outside a certain distance from another feature.",122,Geographic Approaches to Global Health
1933,,Buffer tool,,,"Creates buffer polygons to a specified distance around the Input Features. An optional dissolve can be performed to remove overlapping buffers. Source: http://webhelp.esri.com/arcgisdesktop/9.3/index.cfm?id=1348&pid=1347&topicname=Buffer_%28Analysis%29, accessed June 2010.",97,Test
2072,1933,Buffer tool,,,Creates buffer polygons to a specified distance around the Input Features. An optional dissolve can be performed to remove overlapping buffers. (ESRI),122,Geographic Approaches to Global Health
449,,Cake-ologist,,,Someone who specializes in the history of cakes,N	N,
452,,Cake-ologist,,,Someone who specializes in the history of cakes,N	N,
453,,Cake-ologist,,,Someone who specializes in the history of cakes,N	N,
563,,Cake-ologist,,,Someone who specializes in the history of cakes,N	N,
564,,Cake-ologist,,,Someone who specializes in the history of cakes.,N	N,
596,,Cake-ologist,,,Someone who specializes in the history of cakes.,N	N,
597,,Cake-ologist,,,Someone who specializes in the history of cakes,N	N,
598,,Cake-ologist ,,,Someone who specializes in the history of cakes.,N	N,
602,,Cake-ologist,,,Someone who specializes in the history of cakes.,N	N,
675,,Cannula,,,"In relation to manual vacuum aspiration (MVA), a flexible tube attached to the suction syringe on one end and inserted into the uterus through the cervix at the other end",61,Emergency Obstetric and Newborn Care
1233,675,Cannula,,,"In relation to manual vacuum aspiration (MVA), a flexible tube attached to the suction syringe on one end and inserted into the uterus through the cervix at the other end",98,Postabortion Care (PAC)
16,,Case detection rate (CDR),,,Percentage of the estimated new active TB cases that are detected (smear-positive). The World Health Organization calculates the case detection rate by dividing the number of notified smear-positive cases by the number of new cases estimated for that year.,N	N,
901,,Case detection rate (CDR),,,Percentage of the estimated new active TB cases that are detected (smear-positive). The World Health Organization calculates the case detection rate by dividing the number of notified smear-positive cases by the number of new cases estimated for that year.,90,Tuberculosis Basics (Updated)
960,901,Case detection rate (CDR),,,Percentage of the estimated new active TB cases that are detected (smear-positive). The World Health Organization calculates the case detection rate by dividing the number of notified smear-positive cases by the number of new cases estimated for that year.,91,Tuberculosis – Advanced Concepts
